p min 40422 98256
a 12579 12676 -1.5588330
a 12579 12756 -0.5581239
a 12583 12670 -2.4071044
a 12583 12752 -1.3358486
a 12585 12666 -4.1229006
a 12585 12750 -2.8480775
a 12587 12668 -2.8788839
a 12587 12760 -1.3815595
a 12591 12682 -3.8460197
a 12591 12770 -3.7419444
a 12593 12684 -3.5562482
a 12593 12780 -2.9873280
a 12595 12680 -3.1370020
a 12595 12768 -2.3467494
a 12597 12688 -2.9675073
a 12597 12774 -1.4947881
a 12599 12686 -3.5597709
a 12599 12766 -2.9741913
a 12601 12692 -3.3318908
a 12601 12772 -2.0314882
a 12603 12690 -3.4396989
a 12603 12776 -2.4392202
a 12605 12702 -3.4787456
a 12605 12784 -3.0716805
a 12607 12698 -4.0162038
a 12607 12786 -3.6627989
a 12609 12708 -3.1399950
a 12609 12796 -2.1264590
a 12611 12704 -3.9160632
a 12611 12782 -3.6101723
a 12613 12696 -3.6197954
a 12613 12778 -3.4482756
a 12615 12700 -3.1169380
a 12615 12790 -1.8161694
a 12617 12710 -3.4572869
a 12617 12794 -3.2107869
a 12619 12694 -3.0645035
a 12619 12788 -2.0746565
a 12621 12706 -3.4631760
a 12621 12792 -2.6530380
a 12623 12742 -3.1223643
a 12623 12828 -1.4242010
a 12625 12716 -3.5835987
a 12625 12810 -3.1577783
a 12627 12712 -3.4234113
a 12627 12798 -2.6585078
a 12629 12724 -3.7183069
a 12629 12806 -3.6091220
a 12631 12734 -3.6530485
a 12631 12824 -3.5159714
a 12633 12714 -3.7815641
a 12633 12804 -3.9265885
a 12635 12730 -3.6662809
a 12635 12812 -3.5486393
a 12637 12732 -3.0816929
a 12637 12822 -1.8224151
a 12639 12722 -3.3976779
a 12639 12808 -3.0618297
a 12643 12740 -3.7975127
a 12643 12826 -3.3591582
a 12645 12728 -3.5386735
a 12645 12818 -3.2561824
a 12647 12720 -3.6744085
a 12647 12802 -3.3623344
a 12651 12736 -4.0931181
a 12651 12820 -3.7501441
a 12653 12746 -3.4793265
a 12653 12838 -2.4829356
a 12655 12718 -2.4964407
a 12655 12800 -1.2270918
a 12657 12748 0.5617488
a 12657 12834 -1.3053222
a 12659 12758 -2.5384782
a 12659 12832 -1.9959372
a 12661 12744 -3.5749755
a 12661 12816 -1.6208938
a 12663 12754 -3.1411152
a 12665 12738 -3.0140644
a 12665 12830 -2.2528904
a 12667 12750 -3.6450809
a 12667 12836 -2.6110732
a 12669 12760 -2.6056420
a 12669 12842 -1.6827659
a 12671 12752 -3.3839202
a 12673 12764 -1.5031268
a 12677 12756 -1.3404062
a 12679 12762 -1.2540338
a 12679 12840 -2.3449737
a 12681 12768 -2.8436008
a 12681 12852 -2.0383053
a 12683 12770 -4.0239181
a 12683 12848 -3.7303625
a 12685 12780 -3.6175422
a 12685 12858 -3.0123652
a 12687 12766 -3.6429610
a 12687 12846 -3.2367154
a 12689 12774 -2.8766046
a 12689 12854 -1.2667739
a 12691 12776 -3.3319107
a 12691 12868 -2.4920785
a 12693 12772 -3.1209627
a 12693 12850 -2.1473217
a 12695 12788 -3.3017983
a 12695 12870 -2.2211884
a 12697 12778 -3.7229727
a 12697 12856 -3.3939548
a 12699 12786 -3.8077058
a 12699 12860 -3.8639327
a 12701 12790 -2.9718630
a 12701 12864 -1.9483045
a 12703 12784 -3.7856441
a 12703 12862 -4.1127393
a 12705 12782 -4.1240900
a 12705 12872 -3.7121119
a 12707 12792 -3.3129568
a 12707 12882 -2.5222600
a 12709 12796 -3.8418269
a 12709 12874 -2.5892652
a 12711 12794 -3.6412774
a 12711 12876 -3.0773071
a 12713 12798 -3.3315930
a 12713 12866 -2.8702469
a 12715 12804 -4.1920628
a 12715 12884 -3.6317194
a 12717 12810 -3.6601063
a 12717 12878 -2.5052322
a 12719 12800 -3.1437803
a 12719 12894 -1.4390938
a 12721 12802 -3.6378818
a 12721 12888 -3.5349762
a 12723 12808 -3.7329026
a 12723 12880 -3.3996495
a 12725 12806 -3.9191749
a 12725 12886 -3.6621295
a 12727 12814 -3.5797325
a 12729 12818 -3.6962670
a 12729 12900 -3.4465312
a 12731 12812 -3.8032542
a 12731 12898 -3.7569141
a 12733 12822 -2.8266842
a 12733 12896 -2.2467943
a 12735 12824 -3.6501123
a 12735 12902 -3.3173161
a 12737 12820 -3.8824938
a 12737 12904 -3.7387038
a 12739 12830 -3.3312671
a 12739 12906 -2.4821140
a 12741 12826 -3.7503260
a 12741 12914 -4.3256726
a 12743 12828 -2.8124459
a 12743 12918 -1.3535426
a 12745 12816 -2.9430831
a 12745 12892 -0.1415243
a 12747 12838 -3.2557868
a 12747 12910 -2.2912551
a 12749 12832 0.2116960
a 12749 12834 -0.6123483
a 12751 12836 -3.4768004
a 12751 12912 -3.1175210
a 12755 12922 -1.6648073
a 12759 12832 -0.5147750
a 12759 12908 -2.8131208
a 12761 12842 -3.1788690
a 12761 12920 -2.5329245
a 12763 12840 -3.5895283
a 12763 12926 -3.5048762
a 12767 12846 -3.6186988
a 12767 12928 -3.1991426
a 12769 12852 -3.1673430
a 12769 12932 -2.2511149
a 12771 12848 -3.6758468
a 12771 12930 -3.6457518
a 12773 12850 -3.8095960
a 12773 12936 -3.0494921
a 12775 12854 -3.2901683
a 12775 12950 -1.5900192
a 12777 12868 -3.3959331
a 12777 12948 -2.6255373
a 12779 12856 -3.7842400
a 12779 12934 -3.4339479
a 12781 12858 -4.0920164
a 12781 12942 -3.3222653
a 12783 12872 -4.1568410
a 12783 12952 -4.3746815
a 12785 12862 -3.8366118
a 12785 12940 -3.4598434
a 12787 12860 -3.7880185
a 12787 12944 -3.7226310
a 12789 12870 -3.4051300
a 12789 12946 -3.0703274
a 12791 12864 -3.1413356
a 12791 12938 -2.2664263
a 12793 12882 -3.5179974
a 12793 12964 -2.9536241
a 12795 12876 -3.5462373
a 12795 12958 -2.9631205
a 12797 12874 -4.0680630
a 12797 12956 -2.5091014
a 12799 12866 -3.5209266
a 12799 12954 -3.2336306
a 12801 12894 -2.7066975
a 12801 12986 -1.5042346
a 12803 12888 -3.8285558
a 12803 12976 -3.4477627
a 12805 12884 -3.9445798
a 12805 12966 -3.6885997
a 12807 12886 -3.7872506
a 12807 12972 -3.5932638
a 12809 12880 -4.3094392
a 12809 12960 -3.2211361
a 12811 12878 -3.1172960
a 12811 12962 -2.2718608
a 12813 12898 -3.7024286
a 12813 12968 -3.7669076
a 12815 12990 -3.0739542
a 12817 12892 -2.1831649
a 12817 12984 0.2854978
a 12819 12900 -3.8608870
a 12819 12978 -3.5325221
a 12821 12904 -3.8482839
a 12821 12980 -3.3381956
a 12823 12896 -2.6311828
a 12823 12974 -1.9203090
a 12825 12902 -3.6553540
a 12825 12982 -3.4780878
a 12827 12914 -3.9335382
a 12827 12988 -3.7854473
a 12829 12918 -3.8925647
a 12829 12994 -1.8814048
a 12831 12906 -3.5187623
a 12831 13002 -2.8389681
a 12833 12908 -2.2963685
a 12833 12992 -1.2156596
a 12835 12916 -2.9540604
a 12835 13004 -0.8010825
a 12837 12912 -3.8437922
a 12837 12996 -3.4705436
a 12839 12910 -3.2238189
a 12841 12926 -3.2763213
a 12841 13010 -3.6475712
a 12843 12920 -2.6635546
a 12845 12924 -3.7151765
a 12845 13000 -2.9020209
a 12847 12928 -3.6564345
a 12847 13014 -3.2998114
a 12849 12930 -4.0597108
a 12849 13016 -3.8066959
a 12851 12936 -3.5215683
a 12851 13018 -3.1581340
a 12853 12932 -3.4486695
a 12853 13012 -3.0085126
a 12855 12950 -3.1148318
a 12855 13032 -2.1787887
a 12857 12934 -3.6482069
a 12857 13024 -3.3710579
a 12859 12942 -3.9180348
a 12859 13026 -2.9848300
a 12861 12944 -3.8819977
a 12861 13036 -3.6934962
a 12863 12940 -4.0309366
a 12863 13028 -3.6915239
a 12865 12938 -3.0043900
a 12865 13020 -2.6117107
a 12867 12954 -3.6681218
a 12867 13034 -3.5361924
a 12869 12948 -3.6134185
a 12869 13038 -2.4695752
a 12871 12946 -3.6862674
a 12871 13022 -3.2558818
a 12873 12952 -3.8805433
a 12873 13030 -3.7656170
a 12875 12956 -3.6609065
a 12875 13044 -2.7035823
a 12877 12958 -3.5573392
a 12877 13042 -2.5044075
a 12879 12962 -3.3057251
a 12879 13052 -2.1853376
a 12881 12960 -3.7320235
a 12881 13048 -3.2198001
a 12883 12964 -3.3912044
a 12883 13050 -2.4939707
a 12885 12966 -4.0121265
a 12885 13040 -3.8126835
a 12887 12972 -3.7139842
a 12887 13058 -3.5525520
a 12889 12976 -3.6717531
a 12889 13072 -3.3240521
a 12891 12970 -2.6950751
a 12891 13046 -1.6067591
a 12893 12984 -0.7226652
a 12893 13054 0.5793720
a 12895 12986 -2.8824871
a 12895 13064 -1.4492800
a 12897 12974 -3.2189572
a 12897 13066 -2.8427708
a 12899 12968 -3.6655382
a 12899 13056 -3.7812734
a 12901 12978 -4.2569224
a 12901 13060 -3.4357644
a 12903 12982 -3.7275577
a 12903 13062 -3.3718795
a 12905 12980 -3.4754059
a 12905 13068 -2.9214841
a 12907 13002 -3.4340683
a 12907 13086 -3.1629015
a 12909 12992 -3.4813382
a 12909 13082 -2.6216880
a 12911 13090 -3.0371461
a 12913 12996 -3.6377592
a 12913 13076 -3.4520721
a 12915 12988 -4.3174157
a 12915 13078 -3.9672110
a 12917 13004 -2.5633353
a 12919 12994 -2.9924270
a 12919 13088 -2.0663151
a 12925 13000 -3.7893016
a 12925 13074 -3.0366317
a 12927 13010 -3.1127832
a 12929 13014 -3.6522966
a 12929 13100 -3.5028962
a 12931 13016 -3.8639494
a 12931 13102 -3.7404575
a 12933 13012 -3.7974386
a 12933 13098 -3.5341912
a 12935 13024 -3.7094173
a 12935 13108 -3.3851995
a 12937 13018 -3.6023908
a 12937 13110 -3.0605464
a 12939 13020 -3.3707299
a 12939 13096 -2.6659540
a 12941 13028 -4.3190165
a 12941 13118 -3.5502241
a 12943 13026 -3.8111686
a 12943 13106 -2.9417324
a 12945 13036 -3.8175105
a 12945 13104 -3.7856071
a 12947 13022 -4.4400299
a 12947 13112 -2.6825265
a 12949 13038 -3.3196253
a 12949 13124 -2.5922495
a 12951 13032 -3.3821085
a 12951 13126 -2.4327434
a 12953 13030 -4.4486839
a 12953 13116 -4.4514482
a 12955 13034 -3.7934664
a 12955 13114 -3.3504703
a 12957 13044 -3.4575308
a 12957 13132 -2.5081114
a 12959 13042 -3.3652754
a 12959 13120 -1.8398398
a 12961 13048 -4.0598196
a 12961 13130 -3.3485172
a 12963 13052 -3.2726777
a 12963 13140 -1.1386702
a 12965 13050 -3.2382357
a 12965 13136 -1.8907022
a 12967 13040 -3.6731218
a 12967 13128 -3.5799364
a 12969 13056 -3.8065640
a 12969 13134 -3.6456161
a 12971 13046 -3.4340024
a 12971 13142 -2.9477266
a 12973 13058 -3.9096684
a 12973 13138 -3.4708137
a 12975 13066 -4.1180202
a 12975 13154 -3.0834054
a 12977 13072 -3.6361915
a 12977 13162 -3.3932573
a 12979 13060 -3.6132611
a 12979 13144 -3.2150563
a 12981 13068 -3.6938365
a 12981 13156 -3.3856795
a 12983 13062 -3.6065265
a 12983 13146 -3.4255248
a 12985 13054 -2.8000134
a 12985 13122 -1.9798029
a 12987 13064 -2.4116892
a 12987 13148 -1.4324752
a 12989 13078 -4.1822327
a 12989 13152 -4.0954635
a 12993 13082 -3.6198493
a 12993 13164 -2.6243439
a 12995 13088 -2.9232286
a 12995 13174 -1.6944411
a 12997 13076 -4.6535655
a 12997 13158 -3.2726319
a 12999 13070 -3.4236996
a 12999 13150 -3.1717532
a 13001 13074 -4.3057889
a 13001 13168 -3.0057971
a 13003 13086 -3.4666620
a 13005 13084 0.2837292
a 13005 13160 0.6149640
a 13007 13080 -3.6981396
a 13007 13166 -3.5921368
a 13009 13092 -3.4710963
a 13009 13172 -2.8108906
a 13013 13098 -3.8222797
a 13013 13188 -4.1533286
a 13015 13100 -3.7382601
a 13015 13186 -3.5686598
a 13017 13102 -3.7974214
a 13017 13184 -3.7451067
a 13019 13110 -3.5145734
a 13019 13194 -2.8648540
a 13021 13096 -3.2920357
a 13021 13180 -2.8476345
a 13023 13112 -3.6630584
a 13023 13200 -2.2953969
a 13025 13108 -3.7154906
a 13025 13192 -3.6719400
a 13027 13106 -3.5226207
a 13027 13182 -3.0129993
a 13029 13118 -3.7901901
a 13029 13196 -3.5939124
a 13031 13116 -4.7052989
a 13031 13202 -4.3497947
a 13033 13126 -3.2724316
a 13033 13206 -1.9265393
a 13035 13114 -3.5930431
a 13035 13198 -3.5486452
a 13037 13104 -3.8433121
a 13037 13190 -3.8024662
a 13039 13124 -3.3858116
a 13039 13204 -2.5338535
a 13041 13128 -3.9174811
a 13041 13216 -3.7863717
a 13043 13120 -3.0711239
a 13043 13208 -2.4034454
a 13045 13132 -3.3796782
a 13047 13142 -3.6207530
a 13047 13260 -1.3066737
a 13049 13130 -3.9973876
a 13049 13224 -4.1087195
a 13051 13136 -3.1139426
a 13051 13218 -2.2041402
a 13053 13140 -2.1881435
a 13053 13214 -0.0995391
a 13055 13122 -2.5376523
a 13055 13210 -2.0771221
a 13057 13134 -3.7745251
a 13057 13226 -4.2381530
a 13059 13138 -3.7448740
a 13059 13220 -3.5331642
a 13061 13144 -3.6309050
a 13061 13238 -3.1646321
a 13063 13146 -3.7101887
a 13063 13234 -1.3997451
a 13065 13148 -2.9521736
a 13065 13222 -1.5559768
a 13067 13154 -3.3501352
a 13067 13232 -3.3187929
a 13069 13156 -3.4762661
a 13069 13246 -2.9663394
a 13071 13150 -3.5859862
a 13071 13230 -2.9657824
a 13073 13162 -3.5525065
a 13073 13240 -3.4243391
a 13075 13168 -3.6425204
a 13075 13262 -2.7522869
a 13077 13158 -3.5337469
a 13077 13244 -3.3301514
a 13079 13152 -3.8455387
a 13079 13250 -3.6487556
a 13081 13166 -3.8260597
a 13081 13258 -3.6405201
a 13083 13164 -3.3722052
a 13083 13228 -2.6676979
a 13085 13160 -3.3668605
a 13085 13242 -2.4488307
a 13089 13174 -3.2460756
a 13089 13252 -1.8998010
a 13093 13172 -3.6372900
a 13093 13254 -2.5568398
a 13095 13170 -2.7051021
a 13095 13248 -1.3464900
a 13097 13180 -3.7175924
a 13097 13272 -2.8021966
a 13099 13188 -3.8150979
a 13099 13266 -4.0711118
a 13101 13186 -3.8007168
a 13101 13264 -3.2183946
a 13103 13184 -4.1849810
a 13103 13274 -4.0364804
a 13105 13190 -4.1568377
a 13105 13278 -4.0575376
a 13107 13182 -3.8434960
a 13107 13270 -2.7754730
a 13109 13192 -3.7766920
a 13109 13268 -3.5301559
a 13111 13194 -3.5514396
a 13111 13276 -2.9533705
a 13113 13200 -3.6564333
a 13113 13292 -2.1113472
a 13115 13198 -3.7923538
a 13115 13288 -3.5125550
a 13117 13202 -4.3520238
a 13117 13284 -3.8138665
a 13119 13196 -3.8335390
a 13119 13280 -3.5301609
a 13121 13208 -3.6098264
a 13121 13296 -3.1548444
a 13123 13210 -3.6524272
a 13123 13306 -2.8727673
a 13125 13204 -3.3777885
a 13125 13286 -2.5316479
a 13127 13206 -3.1124673
a 13127 13282 -1.2026048
a 13129 13216 -4.1980759
a 13129 13300 -3.7094867
a 13131 13224 -4.5173503
a 13131 13320 -3.4112386
a 13135 13226 -3.7369330
a 13135 13308 -3.6830149
a 13137 13218 -3.2172444
a 13137 13298 -1.3758866
a 13139 13220 -3.7677729
a 13139 13312 -3.5796249
a 13141 13214 -1.6230669
a 13143 13260 -1.8250085
a 13145 13238 -3.5263713
a 13145 13326 -3.4880793
a 13147 13234 -0.2627361
a 13147 13316 0.1278591
a 13149 13222 -2.8755077
a 13149 13290 -1.5998986
a 13151 13230 -3.5303282
a 13151 13314 -2.8215078
a 13153 13250 -3.6402172
a 13153 13324 -3.6513243
a 13155 13232 -3.7307604
a 13155 13332 -1.7506912
a 13157 13246 -3.5462733
a 13159 13244 -3.7524160
a 13159 13328 -3.4130160
a 13161 13242 -3.4467944
a 13161 13322 -2.4586193
a 13163 13240 -3.5779755
a 13163 13330 -3.4105547
a 13165 13228 -3.2533825
a 13165 13302 -1.9348531
a 13167 13258 -3.7413187
a 13169 13262 -3.8430953
a 13169 13338 -2.2221264
a 13171 13248 -2.9881397
a 13171 13318 -2.3626105
a 13173 13254 -3.9367369
a 13173 13334 -3.1119183
a 13175 13252 -3.1130286
a 13175 13340 -0.5432006
a 13181 13272 -3.3588894
a 13181 13348 -2.5585268
a 13183 13270 -3.3188514
a 13183 13346 -2.7993668
a 13185 13274 -4.7384239
a 13185 13344 -3.7509320
a 13187 13264 -3.5912145
a 13187 13350 -3.2068753
a 13189 13266 -3.8410115
a 13189 13356 -3.7418264
a 13191 13278 -4.0321999
a 13191 13342 -4.0062809
a 13193 13268 -3.7280339
a 13193 13354 -3.3645198
a 13195 13276 -4.0826927
a 13195 13352 -3.0986556
a 13197 13280 -3.6610553
a 13197 13366 -3.6293105
a 13199 13288 -3.7179566
a 13199 13370 -3.4444113
a 13201 13292 -2.9458275
a 13201 13364 -1.2314527
a 13203 13284 -4.1950628
a 13203 13368 -3.8904801
a 13205 13286 -2.9451361
a 13205 13362 -1.8833824
a 13207 13282 -2.8726594
a 13207 13358 -1.3092910
a 13209 13296 -3.6857775
a 13209 13384 -3.1998588
a 13211 13306 -3.6908343
a 13211 13392 -1.1043109
a 13213 13294 -3.5186627
a 13213 13372 -3.0157135
a 13215 13304 0.6609024
a 13215 13376 1.2478868
a 13217 13300 -3.9209857
a 13217 13382 -3.5558265
a 13219 13298 -3.4830627
a 13219 13380 -1.8623609
a 13221 13312 -3.7284586
a 13221 13388 -3.6063570
a 13223 13290 -3.0133190
a 13223 13360 -2.0660675
a 13225 13320 -3.7177297
a 13225 13400 -3.2457460
a 13227 13308 -3.7392079
a 13227 13390 -3.7966759
a 13229 13302 -3.2542055
a 13229 13374 -2.2533902
a 13231 13314 -3.5780562
a 13231 13398 -2.3083498
a 13233 13332 -2.4736232
a 13233 13406 -1.1723446
a 13235 13316 -3.4903206
a 13235 13394 -3.2045741
a 13237 13310 -3.6359180
a 13237 13378 -3.0286644
a 13239 13326 -3.5666106
a 13239 13396 -3.3678883
a 13241 13330 -3.5193822
a 13241 13416 -3.2227821
a 13243 13322 -3.2941180
a 13243 13408 -2.1916521
a 13245 13328 -3.5992679
a 13245 13402 -3.2727222
a 13249 13318 -3.3983921
a 13249 13386 -3.0264861
a 13251 13324 -3.8851204
a 13251 13404 -3.7809082
a 13253 13340 -0.9228857
a 13253 13422 0.1818294
a 13255 13334 -3.3999729
a 13255 13414 -2.7455894
a 13261 13406 -1.8583664
a 13263 13338 -3.2284731
a 13265 13350 -3.7145945
a 13265 13426 -3.5236588
a 13267 13356 -3.8574185
a 13267 13434 -3.7056004
a 13269 13354 -3.7159868
a 13269 13440 -3.5858240
a 13271 13346 -3.5142124
a 13271 13428 -2.9334134
a 13273 13348 -3.3988739
a 13273 13436 -2.7563831
a 13275 13344 -3.8112718
a 13275 13432 -3.4884385
a 13277 13352 -3.6389745
a 13277 13430 -3.1211633
a 13279 13342 -4.7090312
a 13279 13438 -4.0079473
a 13281 13366 -4.2256749
a 13281 13442 -3.6183962
a 13283 13358 -3.2577068
a 13283 13444 -1.7223726
a 13285 13368 -4.5113393
a 13285 13454 -3.5887926
a 13287 13362 -3.3251498
a 13287 13448 -2.5468285
a 13289 13370 -3.6874330
a 13289 13450 -3.2582883
a 13291 13360 -3.0280788
a 13291 13446 -2.0249946
a 13293 13364 -3.0492099
a 13293 13452 -1.8770231
a 13295 13372 -3.6347419
a 13295 13458 -2.9523176
a 13297 13384 -3.7471564
a 13297 13456 -3.3590641
a 13299 13380 -2.7861527
a 13299 13474 -0.9926041
a 13301 13382 -3.7407594
a 13301 13460 -3.5244715
a 13303 13374 -3.4437563
a 13303 13478 -2.5973505
a 13305 13376 -2.4381275
a 13305 13464 -1.6526799
a 13307 13392 -2.5700346
a 13307 13468 -0.7572488
a 13309 13390 -3.7762995
a 13309 13466 -3.7125011
a 13311 13378 -3.3444613
a 13313 13388 -3.6885546
a 13313 13462 -3.3136954
a 13315 13398 -2.6395800
a 13315 13484 -1.3523465
a 13317 13394 -3.5480515
a 13317 13472 -2.5841494
a 13319 13386 -3.7037191
a 13319 13486 -3.0951089
a 13321 13400 -3.7926953
a 13321 13476 -3.7556512
a 13323 13408 -3.1904368
a 13325 13404 -3.8123038
a 13325 13482 -3.8196743
a 13327 13396 -3.6691621
a 13327 13480 -3.2156697
a 13329 13402 -3.6465706
a 13329 13494 -3.2934304
a 13331 13416 -3.4970954
a 13333 13424 -0.6188186
a 13335 13414 -3.4130499
a 13335 13492 -2.9634138
a 13341 13422 -1.9456915
a 13341 13496 -0.0826240
a 13343 13438 -3.8568460
a 13343 13512 -4.2686501
a 13345 13432 -3.6570012
a 13345 13504 -3.7867230
a 13347 13428 -3.9169806
a 13347 13508 -3.3116961
a 13349 13436 -3.4963876
a 13349 13506 -2.9588978
a 13351 13426 -3.5847362
a 13351 13516 -2.7762523
a 13353 13430 -3.6386274
a 13353 13518 -3.2420141
a 13355 13440 -4.1739102
a 13355 13500 -3.7907859
a 13357 13434 -4.1638054
a 13357 13510 -3.6449324
a 13359 13444 -3.1797722
a 13359 13502 -2.0295187
a 13361 13446 -3.1914013
a 13361 13522 -2.3063352
a 13363 13448 -3.2703373
a 13363 13520 -2.8989402
a 13365 13452 -2.9977969
a 13365 13526 -1.8681128
a 13367 13442 -3.8032620
a 13367 13514 -3.7203356
a 13369 13454 -3.5993785
a 13369 13524 -3.7187644
a 13371 13450 -3.4700306
a 13371 13528 -3.3391998
a 13373 13458 -3.4731883
a 13373 13532 -2.9537291
a 13375 13478 -2.8443253
a 13375 13566 -2.3352142
a 13377 13464 -3.0383043
a 13377 13530 -2.2117963
a 13381 13474 -2.8040355
a 13383 13460 -3.6639101
a 13383 13536 -3.3096997
a 13385 13456 -3.6692898
a 13385 13534 -3.2134711
a 13387 13486 -3.4156754
a 13387 13562 -3.0704839
a 13389 13462 -3.4657560
a 13389 13538 -3.3758866
a 13391 13466 -3.7788634
a 13391 13544 -3.7274059
a 13393 13468 -2.1281979
a 13393 13546 -0.3897055
a 13395 13472 -3.0246133
a 13395 13548 -3.2691282
a 13397 13480 -3.4775702
a 13397 13558 -3.2466326
a 13399 13484 -3.3314371
a 13399 13552 -2.0852486
a 13401 13476 -3.8565338
a 13401 13550 -3.4846423
a 13403 13494 -3.5878694
a 13403 13570 -3.5812301
a 13405 13482 -3.9211894
a 13405 13556 -3.7778809
a 13407 13470 -2.5051490
a 13407 13540 -0.2879740
a 13413 13576 -1.4583898
a 13415 13492 -3.5453366
a 13415 13564 -3.1396736
a 13423 13496 -1.4887106
a 13423 13560 -0.5833821
a 13425 13574 -2.0968067
a 13427 13516 -3.5391942
a 13427 13578 -3.1670447
a 13429 13508 -4.0535950
a 13429 13586 -3.5636678
a 13431 13518 -3.7245366
a 13431 13594 -3.2750057
a 13433 13504 -3.7814717
a 13433 13582 -3.6996110
a 13435 13510 -3.9383032
a 13435 13592 -3.6052890
a 13437 13506 -3.5698350
a 13437 13588 -3.0648097
a 13439 13512 -3.9320674
a 13439 13590 -3.9182591
a 13441 13500 -3.6461561
a 13441 13584 -3.4865266
a 13443 13514 -3.9945100
a 13443 13596 -3.6854391
a 13445 13502 -3.4603999
a 13445 13580 -3.1014037
a 13447 13522 -3.2615558
a 13447 13600 -1.7954627
a 13449 13520 -3.8532194
a 13449 13598 -3.2193467
a 13451 13528 -3.7762372
a 13451 13604 -3.5625797
a 13453 13526 -4.2139638
a 13453 13622 -2.6095542
a 13455 13524 -3.9284467
a 13455 13602 -3.6548823
a 13457 13534 -3.6320013
a 13457 13610 -2.9118051
a 13459 13532 -3.5971967
a 13461 13536 -3.6904920
a 13461 13612 -2.9245811
a 13463 13538 -4.2188276
a 13463 13614 -3.6713996
a 13465 13530 -3.0587075
a 13465 13608 -1.2939183
a 13467 13544 -3.6292447
a 13467 13624 -3.7536422
a 13469 13546 -2.9078346
a 13469 13640 -0.8818804
a 13471 13540 -3.0512401
a 13473 13548 -3.5561035
a 13473 13628 -3.3429817
a 13477 13550 -3.8665430
a 13477 13630 -3.5507879
a 13479 13566 -3.3824353
a 13479 13632 -2.3844642
a 13481 13558 -3.7286917
a 13481 13642 -3.3681082
a 13483 13556 -3.6649197
a 13483 13634 -3.7037259
a 13485 13552 -3.0239671
a 13485 13626 -2.2990989
a 13487 13562 -3.6775253
a 13487 13644 -2.7286068
a 13489 13554 -3.5181172
a 13489 13616 -2.5194656
a 13491 13568 -3.7409828
a 13493 13564 -3.8709677
a 13493 13652 -3.1210908
a 13495 13570 -3.8299408
a 13495 13646 -3.2314274
a 13497 13560 -1.1392186
a 13501 13584 -3.6756467
a 13501 13672 -3.5399331
a 13503 13580 -3.6199061
a 13503 13660 -2.4626798
a 13505 13582 -4.5925298
a 13505 13662 -3.6061247
a 13507 13588 -3.6298883
a 13507 13654 -3.2709165
a 13509 13586 -4.3135166
a 13509 13656 -3.5319541
a 13511 13592 -3.7387260
a 13511 13668 -4.0641339
a 13513 13590 -3.9191488
a 13513 13666 -3.9892890
a 13515 13596 -3.8312260
a 13515 13670 -3.7158989
a 13517 13578 -3.5305300
a 13517 13664 -3.3279728
a 13519 13594 -4.0821536
a 13519 13658 -3.0740447
a 13521 13598 -4.1874979
a 13521 13674 -3.3878072
a 13523 13600 -2.6608427
a 13523 13676 -0.0734928
a 13525 13602 -4.2081470
a 13525 13682 -3.9247384
a 13527 13622 -3.3081387
a 13527 13684 -2.0934436
a 13529 13604 -3.6540618
a 13529 13680 -3.5143630
a 13531 13608 -2.7236250
a 13531 13702 -1.2366608
a 13535 13610 -3.4165931
a 13535 13694 -2.9084745
a 13537 13612 -3.3682200
a 13537 13696 -2.7576431
a 13539 13614 -3.9462400
